,post,label,Comment_id
8213,we dont care about alaska while it is not white land ,noHate,13488146
8214,light skin but dark hair ,noHate,14676276
8215,you re joining a group of hard working and smart activists 88whitetiger88 ,noHate,31716587
8216,by the way if the person you re speaking to is claiming that blacks are held back it s their duty to prove their claim not your duty to disprove it ,noHate,14678615
8217,william shockley on race iq and dysgenics youtube,noHate,12847705
8218,cholera is most common in africa southern and southeast asia and the middle east ,noHate,13061855
8219,more negro rioting this time at a black panther party rally youtube nypd vs black people macon st riot youtube nbpp vs nypd,noHate,13460630
8220,london is a dead zone as far as anyone white is concerned even hertfordshire where it s closest to london is turning brown ,hate,14036870
8221,besides that there s the transnistria issue to be solved and the hard fact that romania simply does not have the economical power to accomplish such a re unification ,noHate,14064480
8222,truth no lie ,noHate,14029001
8223,so ok we are not idiots but we see and do not act ,noHate,14082280
8224,just like this thread should be stickied ,noHate,13567277
8225,youtube mad max feral boy mad max and feral boy youtube mad max 2 feral boomerang kid feral boy throws sharpened boomerang and kills bandits,noHate,13462197
8226,has been in the wife s family since it was brand new original owner used it until the stock split and the checkering was worn down to faint traces on the wood surface ,noHate,30659678
8227, youtube,noHate,30622623
8228,because in your first post there were already 3 foreigners i do nt know about bulgaria and croatia so i can not speak ,noHate,13505529
8229,i like her dress she is so lovely and gorgeous ,noHate,13467365
8230,fbi chicago officially america s murder capital fox news,noHate,14671969
8231,like i have always said and will say till my dying day and beyond ,noHate,13947255
8232,i would personally like to welcome all my white brethren who want to join the fight in texas ,noHate,31138044
8233,well they found petrified peanut butter in a pre inca tomb in chile about 10 years ago ,noHate,31757365
8234,i think the uk is more of a lost cause than the us london has made tons of concessions to non whites ,hate,14653309
8235,we thank you for your support ,noHate,30593435
8236,hey everyone i just joined a few days ago and am looking for anyone near virginia to talk to or possibly meet i m 19 and looking for someone around my age if possible,noHate,14109805
8237,lets keep it that way and not destroy it check out this ice cave in dob in its frigging cold in there,noHate,14067327
8238,marxist subversion happened ,hate,31449061
8239,after watching these photos i got strange feeling they remind me somehow of nazi wehrmacht old photos ,noHate,13494633
8240,am told i look like the wrestler stone cold steve austin ,noHate,30438216
8241,i only just got done reading about it presumably after it was already wrapped up and the cake cut ,noHate,14109003
8242,a history of everyday things in england 1066 1499 ,noHate,30542221
8243,go figure ,noHate,13482613
8244,no one has ever asked my opinion and as someone said i do nt know a soul in this country well maybe our president who wants turkey to eu ,noHate,13617363
8245,if it means exterminating the blacks in africa so the gorillas have a healthy big nature preserve i do nt oppose it ,hate,14668408
8246,no wonder children at a younger and younger age are engaging in sexual acts ,noHate,30386283
8247,it teaches them direction in life and it is a plus for christian youth as it intermixes race and religion ,noHate,31624019
8248,dont want to ruin the spirit of the mood but are nt russians for the most part orthodox christian and they have a different day for christmas ,noHate,13504529
8249,this girl was almost made another human sacrifice to your false god ,hate,31673739
8250,handyman admits to killing at least 8 mass women bookmark this story for the next time some ignorant apologist for negro crime claims that only white men are serial killers ,noHate,13503039
8251,i was watching the 6pm news and saw that women reporter with the headscarf ,noHate,14047521
8252,nowadays your ebony specimen chooses to sit at the back of the bus so they can get up to all manner of mischief ,hate,30491806
8253,would you please strive to read more carefully before you jump down people s throats about something ,noHate,13842968
8254,it s wasted on a groid but i understand his need to uphold his principles ,noHate,30593264
8255, var persafl astr i og miklir umbrotat mar sov tr kjunum ,idk/skip,13595072
8256,they are nt a band they are a group like a white pride group they are pretty big they ve been on tv quite a few times ,noHate,31777526
8257,these same people must eat their stupid pills like they were candy ,noHate,14414529
8258,i can only dream of driving a car past at the time and then running the b d over again and again and again ,noHate,13861857
8259,he should be flagged and reported skyyjohn s channel youtube establishedmen com sent me on a blind date ,hate,13455360
8260,southern missouri is very pretty ,noHate,30536136
8261,i wonder if living in an affordable mansion would make me mentally infirmed also ,noHate,13510682
8262,there you go its okay now sshh ,noHate,13863919
8263,the guy in this is acting ,noHate,13460259
8264,i refused to swerve my truck away they scattered like a troop of baboons being charged by a lion ,hate,30491865
8265,im fat and have two cats ,noHate,14300619
8266,kindest regards je ,noHate,14032861
